,_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
7544,724124118,5/20/2015 20:46:01,1639862064,5/20/2015 20:45:26,False,prodege,1.0,21417560,GBR,C3,Cambridge,151.225.116.143,RICKETTSIA TSUTSUGAMUSHI causes MITE BORNE DISEASE,93,123,,110,147,causes,0.9931270663228408,810329-FS1-4,SCRUB TYPHUS  (Tsutsugamushi Disease; Mite Borne Typhus; Tropical Typhus)  Scrub typhus is a MITE BORNE DISEASE caused by  RICKETTSIA TSUTSUGAMUSHI.,MITE BORNE DISEASE,RICKETTSIA TSUTSUGAMUSHI,TWrex-cause
7551,724124119,5/20/2015 20:44:00,1639861334,5/20/2015 20:43:24,False,prodege,1.0,21417560,GBR,C3,Cambridge,151.225.116.143,no_relation,42,209,,54,218,causes,0.583459965991578,805062-FS1-4,"Exclusion criteria were coronary disease, HEART FAILURE left ventricular systolic dysfunction, cardiomyopathy, valvular or congenital heart disease, past renal or cardiac transplantation, atrial fibrillation, DIGITALIS use, pacemaker or defibrillator placement, or end stage renal disease.",HEART FAILURE,DIGITALIS,TWrex-cause
7558,724124121,5/20/2015 21:11:52,1639871897,5/20/2015 21:11:19,False,neodev,0.748,18881135,CAN,ON,Ajax,99.243.87.224,no_relation,190,253,,200,291,causes,0.707106781186547,812791-FS1-4,"1   If the tachycardia is regular and comparison with a baseline electrocardiogram shows that the QRS complex is identical to that during sinus rhythm, the patient may have supraventricular TACHYCARDIA (SVT) with bundle branch block (BBB) or antidromic ATRIOVENTRICULAR REENTRANT TACHYCARDIA (AVRT.",TACHYCARDIA,ATRIOVENTRICULAR REENTRANT TACHYCARDIA,TWrex-cause
7565,724124122,5/20/2015 22:30:48,1639891015,5/20/2015 22:30:25,False,elite,0.875,31883685,GBR,H2,Accrington,80.47.186.28,BLADDER CANCER causes HEMATURIA,2,41,,10,55,causes,0.8082903768654759,813562-FS1-4,"• HEMATURIA can precede the diagnosis of BLADDER CANCER by several years according to a retrospective review of 20,571 men and women enrolled in a large prepaid health plan in California ( 53.",HEMATURIA,BLADDER CANCER,TWrex-cause
7572,724124123,5/20/2015 20:46:38,1639862279,5/20/2015 20:46:03,False,prodege,1.0,21417560,GBR,C3,Cambridge,151.225.116.143,PROMYELOCYTIC LEUKEMIA (APL) causes DISSEMINATED INTRAVASCULAR COAGULATION,67,9,,104,37,causes,0.784464540552736,813486-FS1-4,"In acute PROMYELOCYTIC LEUKEMIA (APL) and some other cases of AML, DISSEMINATED INTRAVASCULAR COAGULATION (DIC) may be present on diagnosis and may worsen as leukemic cell lysis releases procoagulant.",DISSEMINATED INTRAVASCULAR COAGULATION,PROMYELOCYTIC LEUKEMIA (APL),TWrex-cause
7579,724124124,5/20/2015 22:29:18,1639890472,5/20/2015 22:28:36,False,clixsense,0.8381,10798016,GBR,C7,Coventry,86.24.245.191,CHEMICAL ASPIRATION PNEUMONIAS causes RESPIRATORY TRACT,161,0,,177,30,causes,0.6837634587578281,802431-FS1-4,"CHEMICAL ASPIRATION PNEUMONIAS often occur because of silent reflux regurgitation, resulting in acidic stomach contents and gram negative organisms entering the RESPIRATORY TRACT",RESPIRATORY TRACT,CHEMICAL ASPIRATION PNEUMONIAS,TWrex-cause
7586,724124125,5/20/2015 23:48:57,1639921606,5/20/2015 23:48:41,False,pocketmoneygpt,0.5764,28884030,USA,WI,Minocqua,75.143.134.247,HEPARIN causes DIC,0,114,,2,121,causes,0.938314863256836,803246-FS1-4,DIC occurred in 9 of 16 (56%) patients who received heparin compared to 1 of 16 (6%) patients who did not receive HEPARIN.,DIC,HEPARIN,TWrex-cause
7593,724124130,5/20/2015 20:45:02,1639861653,5/20/2015 20:44:04,False,prodege,1.0,21417560,GBR,C3,Cambridge,151.225.116.143,no_relation,91,59,,111,68,causes,0.917662935482247,810338-FS1-4,"Naturally occurring measles can cause severe, often fatal, INFECTION in AIDS patients, and MEASLES MUMPS RUBELLA rarely causes serious complications.",MEASLES MUMPS RUBELLA,INFECTION,TWrex-cause
7600,724124131,5/20/2015 23:23:54,1639910280,5/20/2015 23:23:02,False,instagc,0.7833,20312760,GBR,I2,Manchester,90.244.152.57,UNSTABLE ANGINA causes CHEST PAIN,136,70,,145,85,causes,0.986393923832143,812836-FS1-4,"CONCLUSION  Among patients who were diagnosed for the first time with UNSTABLE ANGINA after presenting to the emergency department with CHEST PAIN women received fewer cardiac procedures than did men within 90 days; after adjustment for baseline characteristics, men experienced worse outcomes during follow up.",CHEST PAIN,UNSTABLE ANGINA,TWrex-cause
7607,724124132,5/21/2015 00:25:55,1639938318,5/21/2015 00:25:23,False,clixsense,0.4952,17950689,GBR,Y9,Tonypandy,92.2.44.79,MENTAL RETARDATION causes KINKY HAIR DISEASE,164,0,,181,18,causes,0.986393923832143,814140-FS1-4,"KINKY HAIR DISEASE    A congenital syndrome caused by an autosomal recessive gene, consisting of short, sparse, often poorly pigmented, kinky hair and physical and MENTAL RETARDATION",MENTAL RETARDATION,KINKY HAIR DISEASE,TWrex-cause
7614,724124134,5/20/2015 21:12:37,1639872250,5/20/2015 21:11:53,False,neodev,0.748,18881135,CAN,ON,Ajax,99.243.87.224,HEMOTHERAPY INDUCED NEUTROPENIA causes EUTROPENIA I,38,67,,49,98,causes,0.5962847939999439,814342-FS1-4,1   Reduces duration and severity of nEUTROPENIA In patients with cHEMOTHERAPY INDUCED NEUTROPENIA..,EUTROPENIA I,HEMOTHERAPY INDUCED NEUTROPENIA,TWrex-cause
7621,724124135,5/20/2015 21:30:34,1639879096,5/20/2015 21:30:10,False,neodev,0.8278,11014534,GBR,,,213.205.194.72,CLASSICAL NODULAR SCLEROSIS causes MEDIASTINAL LYMPHADENOPATHY,0,105,,26,132,causes,0.9578262852211508,813772-FS1-4,"MEDIASTINAL LYMPHADENOPATHY is common at presentation, especially in patients 15 to 35 years of age with CLASSICAL NODULAR SCLEROSIS",MEDIASTINAL LYMPHADENOPATHY,CLASSICAL NODULAR SCLEROSIS,TWrex-cause
7635,724124138,5/20/2015 22:29:18,1639890477,5/20/2015 22:28:36,False,clixsense,0.8381,10798016,GBR,C7,Coventry,86.24.245.191,no_relation,138,93,,146,107,causes,0.707106781186547,811950-FS1-4,"b ,   c ,   144  A positive reaction may indicate latent infection, prior infection, and/or  M TUBERCULOSIS  disease and may not indicate ACTIVE TB;  c ,   d   individuals with a positive reaction should be considered positive by current public health guidelines and referred for further medical evaluation.",ACTIVE TB,M TUBERCULOSIS,TWrex-cause
7642,724124139,5/20/2015 20:46:38,1639862280,5/20/2015 20:46:03,False,prodege,1.0,21417560,GBR,C3,Cambridge,151.225.116.143,no_relation,111,43,,121,50,causes,0.975900072948533,813139-FS1-4,15   Many patients today are identified as CELIACS who do not manifest the classic symptoms of steatorrhea and WEIGHT LOSS,WEIGHT LOSS,CELIACS,TWrex-cause
7649,724124140,5/20/2015 22:57:17,1639900563,5/20/2015 22:57:00,False,instagc,0.7833,32352104,USA,ME,Bangor,74.75.63.81,LISTERIOSIS causes LISTERIA MONOCYTOGENES,53,76,,63,98,causes,0.988371697650617,810469-FS1-4,l  Listeria Infections  Alternative for treatment of LISTERIOSIS caused by  LISTERIA MONOCYTOGENES,LISTERIOSIS,LISTERIA MONOCYTOGENES,TWrex-cause
7656,724398395,5/21/2015 10:35:58,1640234240,5/21/2015 10:33:25,False,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,PREECLAMPSIA causes PROTEINURIA,80,0,,90,12,causes,0.707106781186547,814472-FS1-4,PREECLAMPSIA AND ECLAMPSIA  PREECLAMPSIA is pregnancy induced hypertension plus PROTEINURIA,PROTEINURIA,PREECLAMPSIA,TWrex-cause
7663,724398396,5/21/2015 10:36:16,1640234408,5/21/2015 10:35:59,False,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,CELL MEDIATED HYPERSENSITIVITY REACTION causes ALLERGIC CONTACT DERMATITIS,0,45,,26,84,causes,1.0,810193-FS1-4,"ALLERGIC CONTACT DERMATITIS is caused by a T CELL MEDIATED HYPERSENSITIVITY REACTION to environmental allergens, either natural or synthetic.",ALLERGIC CONTACT DERMATITIS,CELL MEDIATED HYPERSENSITIVITY REACTION,TWrex-cause
7670,724398397,5/21/2015 10:33:03,1640232921,5/21/2015 10:32:16,False,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,no_relation,9,22,,28,29,causes,0.589767824619588,812371-FS1-4,• All 11 INHALATIONAL ANTHRAX patients in the 2001 ANTHRAX outbreak initially presented with nonspecific flu like illnesses ( 28 ;  37.,INHALATIONAL ANTHRAX,ANTHRAX,TWrex-cause
7677,724398399,5/21/2015 10:30:26,1640231620,5/21/2015 10:30:10,False,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,KLEBSIELLA GRANULOMATIS causes DONOVANOSIS,57,80,,67,103,causes,1.0,810593-FS1-4,Alternative for treatment of granuloma inguinale   +    (DONOVANOSIS caused by  KLEBSIELLA GRANULOMATIS  (formerly  Calymmatobacterium granulomatis.,DONOVANOSIS,KLEBSIELLA GRANULOMATIS,TWrex-cause
7684,724398400,5/21/2015 09:04:14,1640189228,5/21/2015 09:03:55,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,UVEITIS causes SARCOIDOSIS,44,0,,50,11,causes,0.9760921603577252,813982-FS1-4,"SARCOIDOSIS is suggested by the presence of UVEITIS and erythema nodosum, the presence of hilar adenopathy without parenchymal infiltrates, or improvement after short term steroid treatment.",UVEITIS,SARCOIDOSIS,TWrex-cause
7691,724398401,5/21/2015 09:03:54,1640189018,5/21/2015 09:03:23,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,PARKINSONIAN causes MULTIPLE SYSTEM ATROPHY,183,143,,194,166,causes,0.919145030018058,814116-FS1-4,"Differential Diagnosis of Parkinson's Disease  Normal;           Differential Diagnosis of Parkinson's Disease Disease  Characteristics  Notes MULTIPLE SYSTEM ATROPHY  May occur with PARKINSONIAN (MSA P), autonomic (MSA A), or cerebellar features (MSA C), or with any combination of the three.",PARKINSONIAN,MULTIPLE SYSTEM ATROPHY,TWrex-cause
7698,724398404,5/21/2015 09:04:34,1640189361,5/21/2015 09:04:15,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,no_relation,32,158,,51,161,causes,0.7559289460184542,812611-FS1-4,"A positive DAT result, defining AUTOIMMUNE HEMOLYSIS is often present in APLA syndrome  As with SLE, some reports suggest that APLA syndrome may overlap with TTP (tvml 77tvml ; tvml 78tvml.",AUTOIMMUNE HEMOLYSIS,TTP,TWrex-cause
7705,724398405,5/21/2015 10:36:16,1640234407,5/21/2015 10:35:59,False,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,no_relation,14,8,,30,41,causes,0.412081691846067,802810-FS1-4,"A viral UPPER RESPIRATORY TRACT INFECTION may predispose to meningitis by allowing bacteria that are colonizing the RESPIRATORY TRACT especially  N. meningitidis , to enter the bloodstream and invade the meninges.",RESPIRATORY TRACT,UPPER RESPIRATORY TRACT INFECTION,TWrex-cause
7712,724398406,5/21/2015 12:05:59,1640275879,5/21/2015 12:05:24,False,cotter,0.8294,13805544,USA,MI,Battle Creek,107.140.176.37,no_relation,89,148,,113,166,causes,0.4200840252084029,812656-FS1-4,• Twenty four hour stool collection for quantification of volume may be helpful in large VOLUME OR WATERY DIARRHEA to confirm severity and indicate SECRETORY DIARRHEA if volume over 1 liter.,VOLUME OR WATERY DIARRHEA,SECRETORY DIARRHEA,TWrex-cause
7719,724398408,5/21/2015 12:04:39,1640275274,5/21/2015 12:04:03,False,cotter,0.8294,13805544,USA,MI,Battle Creek,107.140.176.37,ORF VIRUS causes CONTAGIOUS PUSTULAR DERMATITIS,62,107,,91,116,causes,0.997054485501582,810435-FS1-4,"SYN:   hypocretins ;  hypocretin    orf    (       audio )  A CONTAGIOUS PUSTULAR DERMATITIS caused by the ORF VIRUS a DNA virus of the Parapoxvirus genus, which is related to the vaccinia variola subgroup of poxviruses.",CONTAGIOUS PUSTULAR DERMATITIS,ORF VIRUS,TWrex-cause
7726,724398409,5/21/2015 10:32:15,1640232516,5/21/2015 10:30:27,False,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,COLD TEMPERATURES causes HYPOTHERMIA,50,0,,60,17,causes,0.953462589245592,811525-FS1-4,COLD TEMPERATURES are a particular hazard because HYPOTHERMIA can develop rapidly and affect judgment and dexterity or induce fatal cardiac arrhythmias in susceptible people.,HYPOTHERMIA,COLD TEMPERATURES,TWrex-cause
7733,724398410,5/21/2015 13:28:23,1640312719,5/21/2015 13:27:44,False,clixsense,0.8958,17950689,GBR,Y9,Tonypandy,92.2.44.79,TREMOR causes WILSON DISEASE,41,0,,46,14,causes,0.911684611677103,812857-FS1-4,WILSON DISEASE should be considered when TREMOR or another movement disorder develops in a person younger than 50 years.,TREMOR,WILSON DISEASE,TWrex-cause
7740,724398413,5/21/2015 09:03:22,1640188728,5/21/2015 09:02:51,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,no_relation,136,164,,139,173,causes,0.7302967433402209,813392-FS1-4,"Most benign and malignant tumors present as a painless mass. However, malignant tumors may invade nerves, causing localized or regional PAIN numbness, paresthesia, CAUSALGIA or a loss of motor function.",PAIN,CAUSALGIA,TWrex-cause
7747,724398414,5/21/2015 10:32:15,1640232514,5/21/2015 10:30:27,False,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,no_relation,26,84,,35,99,causes,0.426401432711221,814562-FS1-4,"100  Hematologic Effects  LEUKOPENIA   100   neutropenia,  100   eosinophilia,  a   AGRANULOCYTOSIS  100   and thrombocytopenic purpura  100   reported.",LEUKOPENIA,AGRANULOCYTOSIS,TWrex-cause
7754,724398415,5/21/2015 09:04:14,1640189223,5/21/2015 09:03:55,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,no_relation,114,33,,129,47,causes,0.514495755427526,813155-FS1-4,"Chronic Diarrhea  In contrast to ACUTE DIARRHEA in which infection is the overwhelmingly likely cause of illness, CHRONIC DIARRHEA has an extensive and daunting list of possible causes [ see  Table 3.",CHRONIC DIARRHEA,ACUTE DIARRHEA,TWrex-cause
7761,724398416,5/21/2015 12:04:55,1640275395,5/21/2015 12:04:40,False,cotter,0.8294,13805544,USA,MI,Battle Creek,107.140.176.37,UNCOMPLICATED VARICELLA causes NOSOCOMIAL TRANSMISSION OF VZV,41,87,,63,117,causes,0.75,803279-FS1-4,• Avoid hospitalization of patients with UNCOMPLICATED VARICELLA to reduce the risk of NOSOCOMIAL TRANSMISSION OF VZV,UNCOMPLICATED VARICELLA,NOSOCOMIAL TRANSMISSION OF VZV,TWrex-cause
7768,724398417,5/21/2015 09:02:25,1640188267,5/21/2015 09:01:46,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,ETANERCEPT causes SEPSIS,61,26,,66,36,causes,0.98058067569092,803114-FS1-4,"129 ,   131   Discontinue ETANERCEPT if serious infection or SEPSIS develops.",SEPSIS,ETANERCEPT,TWrex-cause
7775,724398421,5/21/2015 09:03:22,1640188724,5/21/2015 09:02:51,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,no_relation,625,617,,638,621,causes,0.8401680504168059,802190-FS1-4,"Oral availability and safety should rapidly make it the preferred agent Influenza virus vaccine  Induces protective antibodies against influenza  0.5 mL im yearly  Prevents influenza, in turn preventing worsened anemia due to infection and complications of superinfections  Fever and sore arm in  Give to all patients with hemolytic anemias Pneumococcal polysaccharide vaccine  Develops antibodies to pneumococcal antigens  0.5 mL im every 5 6 years  Can prevent the most common form of overwhelming postsplenectomy sepsis; prevents worsened anemia and severe infection in all hemolytic anemia patients  Erythema and PAIN at INJECTION SITE in 50%; systemic fever in.",INJECTION SITE,PAIN,TWrex-cause
7782,724398422,5/21/2015 12:05:23,1640275640,5/21/2015 12:04:56,False,cotter,0.8294,13805544,USA,MI,Battle Creek,107.140.176.37,MIGRAINE causes NAUSEA,52,7,,57,15,causes,0.961074462327142,813084-FS1-4,Common MIGRAINE has a similar onset with or without NAUSEA,NAUSEA,MIGRAINE,TWrex-cause
7789,724398423,5/21/2015 12:08:32,1640277113,5/21/2015 12:08:13,False,neodev,0.7917,12115558,USA,OH,Twinsburg,98.27.164.131,FIBROMYALGIA causes PAIN,47,106,,50,118,causes,0.924500327042048,814053-FS1-4,The patient complained of long standing aching PAIN in both lower legs which was diagnosed and managed as FIBROMYALGIA,PAIN,FIBROMYALGIA,TWrex-cause
7796,724398425,5/21/2015 13:29:31,1640313406,5/21/2015 13:28:24,False,clixsense,0.8958,17950689,GBR,Y9,Tonypandy,92.2.44.79,GONOCOCCI causes OPHTHALMIA NEONATORUM,76,108,,96,117,causes,1.0,810050-FS1-4,In newborns this type of conjunctivitis is encountered more frequently than OPHTHALMIA NEONATORUM caused by GONOCOCCI,OPHTHALMIA NEONATORUM,GONOCOCCI,TWrex-cause
7803,724398428,5/21/2015 13:27:43,1640312392,5/21/2015 13:26:01,False,clixsense,0.8958,17950689,GBR,Y9,Tonypandy,92.2.44.79,MIGRAINE HEADACHES causes MIGRAINE VARIANT,37,80,,54,96,causes,0.317999364001908,813563-FS1-4,The condition may be associated with MIGRAINE HEADACHES possibly representing a MIGRAINE VARIANT,MIGRAINE HEADACHES,MIGRAINE VARIANT,TWrex-cause
7810,724398429,5/21/2015 09:02:50,1640188498,5/21/2015 09:02:26,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,no_relation,17,103,,23,111,causes,0.5698028822981899,812232-FS1-4,"The diagnosis of LEPROSY is made by nerve or skin biopsy, using the Fite method to stain and identify  M LEPRAE",LEPROSY,M LEPRAE,TWrex-cause
7817,724398430,5/21/2015 12:08:32,1640277112,5/21/2015 12:08:13,False,neodev,0.7917,12115558,USA,OH,Twinsburg,98.27.164.131,ESSENTIAL THROMBOCYTHEMIA causes INCREASED PLATELET COUNT,129,0,,152,25,causes,0.970142500145332,814576-FS1-4,"ESSENTIAL THROMBOCYTHEMIA  (Essential Thrombocytosis; Primary Thrombocythemia)  ESSENTIAL THROMBOCYTHEMIA is characterized by an INCREASED PLATELET COUNT megakaryocytic hyperplasia, and a hemorrhagic or thrombotic tendency.",INCREASED PLATELET COUNT,ESSENTIAL THROMBOCYTHEMIA,TWrex-cause
7824,724398431,5/21/2015 13:28:23,1640312729,5/21/2015 13:27:44,False,clixsense,0.8958,17950689,GBR,Y9,Tonypandy,92.2.44.79,DRUGS causes LICHENOID DRUG ERUPTION,174,0,,196,5,causes,0.962250448649376,810335-FS1-4,"DRUGS (especially β blockers, NSAIDs, ACE inhibitors, sulfonylureas, gold, antimalarial agents, penicillamine, and thiazides) can cause LP; drug induced LP (sometimes called LICHENOID DRUG ERUPTION may be indistinguishable from non drug induced LP or may have a pattern that is more eczematous.",LICHENOID DRUG ERUPTION,DRUGS,TWrex-cause
7831,724398432,5/21/2015 13:30:26,1640313813,5/21/2015 13:29:32,False,clixsense,0.8958,17950689,GBR,Y9,Tonypandy,92.2.44.79,MALIGNANT HYPERTHERMIA causes SUCCINYLCHOLINE,13,163,,34,178,causes,0.970494958830946,812117-FS1-4,"Rationale: • MALIGNANT HYPERTHERMIA is a rare disorder (highest rate estimated at 1:15,000 procedures) that can be provoked by the anesthetic agents halothane and SUCCINYLCHOLINE",MALIGNANT HYPERTHERMIA,SUCCINYLCHOLINE,TWrex-cause
7838,724398434,5/21/2015 10:33:25,1640233091,5/21/2015 10:33:04,False,instagc,1.0,18531561,CAN,ON,Mississauga,99.229.92.227,no_relation,47,23,,73,36,causes,0.923380516876639,812360-FS1-4,SEE:   boil  ETIOLOGY: STAPHYLOCOCCI including METHICILLIN RESISTANT STAPH are the usual cause.,METHICILLIN RESISTANT STAPH,STAPHYLOCOCCI,TWrex-cause
7845,724398435,5/21/2015 09:02:25,1640188272,5/21/2015 09:01:46,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,VULVODYNIA causes SUPERFICIAL PAIN,5,184,,20,194,causes,0.8944271909999159,814582-FS1-4,"61   SUPERFICIAL PAIN is associated with light touch around the clitoris, labia, and vestibule and tends to be caused by anatomic abnormalities, dermatitis, dermatosis, infection, and VULVODYNIA or vestibulitis.",SUPERFICIAL PAIN,VULVODYNIA,TWrex-cause
7852,724398436,5/21/2015 12:04:55,1640275396,5/21/2015 12:04:40,False,cotter,0.8294,13805544,USA,MI,Battle Creek,107.140.176.37,no_relation,64,0,,72,20,causes,0.848874687627165,813295-FS1-4,"SLE WITH PROTEINURIA warrants a biopsy to determine the type of NEPHRITIS extent of activity, and presence of fibrosis.",NEPHRITIS,SLE WITH PROTEINURIA,TWrex-cause
7859,724398437,5/21/2015 13:30:47,1640313977,5/21/2015 13:30:28,False,clixsense,0.8958,17950689,GBR,Y9,Tonypandy,92.2.44.79,CHRONIC PELVIC PAIN causes ENDOMETRIOSIS,92,50,,110,63,causes,1.0,814145-FS1-4,Comments: • Note that adhesions and some cases of ENDOMETRIOSIS both of which are causes of CHRONIC PELVIC PAIN may not have ultrasound manifestations.,CHRONIC PELVIC PAIN,ENDOMETRIOSIS,TWrex-cause
7866,724398438,5/21/2015 09:04:34,1640189357,5/21/2015 09:04:15,False,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,PHEOCHROMOCYTOMA causes HYPERTENSION,7,52,,18,68,causes,0.9918365981341758,812882-FS1-4,Marked HYPERTENSION and regular tachycardia suggest PHEOCHROMOCYTOMA,HYPERTENSION,PHEOCHROMOCYTOMA,TWrex-cause
7873,724398439,5/21/2015 13:29:31,1640313403,5/21/2015 13:28:24,False,clixsense,0.8958,17950689,GBR,Y9,Tonypandy,92.2.44.79,PREGNANCY causes RIBAVIRIN THERAPY,68,112,,76,129,causes,0.381000381000572,803138-FS1-4,"349 ,   377 ,   a ,   b ,   c   Extreme care must be taken to avoid PREGNANCY during and for 6 months following RIBAVIRIN THERAPY in female patients and in female partners of male patients receiving ribavirin.",PREGNANCY,RIBAVIRIN THERAPY,TWrex-cause
